"Step","pca_resnet - episode_reward","pca_resnet - episode_reward__MIN","pca_resnet - episode_reward__MAX","complete_frozen_low_lr - episode_reward","complete_frozen_low_lr - episode_reward__MIN","complete_frozen_low_lr - episode_reward__MAX","cnn_scratch - episode_reward","cnn_scratch - episode_reward__MIN","cnn_scratch - episode_reward__MAX"
"204103","","","","","","","","",""
"204116","","","","","","","","",""
"204132","","","","","","","","",""
"204136","","","","","","","","",""
"204141","","","","","","","","",""
"204197","","","","","","","","",""
"204220","","","","","","","","",""
"204231","","","","","","","","",""
"204247","","","","","","","","",""
"204307","","","","","","","","",""
"204320","","","","","","","","",""
"204334","","","","","","","","",""
"204452","","","","","","","","",""
"204457","","","","","","","","",""
"204472","","","","","","","","",""
"204477","","","","","","","","",""
"204500","","","","","","","","",""
"204512","","","","","","","","",""
"204522","","","","","","","","",""
"204525","","","","","","","","",""
"204530","","","","","","","","",""
"204538","","","","","","","","",""
"204546","","","","","","","","",""
"204625","","","","","","","","",""
"204627","","","","","","","","",""
"204636","","","","","","","","",""
"204655","","","","","","","","",""
"204657","","","","","","","","",""
"204661","","","","","","","","",""
"204663","","","","","","","","",""
"204683","","","","","","","","",""
"204699","","","","","","","","",""
"204702","","","","","","","","",""
"204703","","","","","","","","",""
"204720","","","","","","","","",""
"204734","","","","","","","","",""
"204751","","","","","","","","",""
"204762","","","","","","","","",""
"204767","","","","","","","","",""
"204773","","","","","","","","",""
"204825","","","","","","","","",""
"204835","","","","","","","","",""
"204843","","","","","","","","",""
"204858","","","","","","","","",""
"204872","","","","","","","","",""
"204899","","","","","","","","",""
"204946","","","","","","","","",""
"204949","","","","","","","","",""
"204967","","","","","","","","",""
"204994","","","","","","","","",""
"204999","0.6727533362292387","0.6727533362292387","0.6727533362292387","","","","0.519447782951162","0.519447782951162","0.519447782951162"
"205022","","","","","","","","",""
"205024","","","","","","","","",""
"205033","","","","","","","","",""
"205036","","","","","","","","",""
"205065","","","","","","","","",""
"205181","","","","","","","","",""
"205219","","","","","","","","",""
"205239","","","","","","","","",""
"205247","","","","","","","","",""
"205259","","","","","","","","",""
"205312","","","","","","","","",""
"205314","","","","","","","","",""
"205346","","","","","","","","",""
"205355","","","","","","","","",""
"205381","","","","","","","","",""
"205426","","","","","","","","",""
"205461","","","","","","","","",""
"205482","","","","","","","","",""
"205577","","","","","","","","",""
"205622","","","","","","","","",""
"205660","","","","","","","","",""
"205670","","","","","","","","",""
"205678","","","","","","","","",""
"205686","","","","","","","","",""
"205711","","","","","","","","",""
"205723","","","","","","","","",""
"205746","","","","","","","","",""
"205754","","","","","","","","",""
"205771","","","","","","","","",""
"205803","","","","","","","","",""
"205852","","","","","","","","",""
"205886","","","","","","","","",""
"205903","","","","","","","","",""
"205918","","","","","","","","",""
"205979","","","","","","","","",""
"206016","","","","","","","","",""
"206023","","","","","","","","",""
"206024","0.5876887231448171","0.5876887231448171","0.5876887231448171","","","","0.5219237545744682","0.5219237545744682","0.5219237545744682"
"206035","","","","","","","","",""
"206054","","","","","","","","",""
"206103","","","","","","","","",""
"206104","","","","","","","","",""
"206161","","","","","","","","",""
"206171","","","","","","","","",""
"206176","","","","","","","","",""
"206181","","","","","","","","",""
"206226","","","","","","","","",""
"206243","","","","","","","","",""
"206264","","","","","","","","",""
"206357","","","","","","","","",""
"206387","","","","","","","","",""
"206408","","","","","","","","",""
"206473","","","","","","","","",""
"206508","","","","","","","","",""
"206517","","","","","","","","",""
"206545","","","","","","","","",""
"206556","","","","","","","","",""
"206560","","","","","","","","",""
"206578","","","","","","","","",""
"206590","","","","","","","","",""
"206593","","","","","","","","",""
"206605","","","","","","","","",""
"206611","","","","","","","","",""
"206615","","","","","","","","",""
"206617","","","","","","","","",""
"206618","","","","","","","","",""
"206627","","","","","","","","",""
"206638","","","","","","","","",""
"206643","","","","","","","","",""
"206652","","","","","","","","",""
"206674","","","","","","","","",""
"206684","","","","","","","","",""
"206691","","","","","","","","",""
"206774","","","","","","","","",""
"206775","","","","","","","","",""
"206776","","","","","","","","",""
"206804","","","","","","","","",""
"206857","","","","","","","","",""
"206861","","","","","","","","",""
"206869","","","","","","","","",""
"206887","","","","","","","","",""
"206893","","","","","","","","",""
"206905","","","","","","","","",""
"206906","","","","","","","","",""
"206930","","","","","","","","",""
"206934","","","","","","","","",""
"206979","","","","","","","","",""
"207027","","","","","","","","",""
"207049","0.49302961794003053","0.49302961794003053","0.49302961794003053","","","","0.542442652043241","0.542442652043241","0.542442652043241"
"207083","","","","","","","","",""
"207120","","","","","","","","",""
"207186","","","","","","","","",""
"207204","","","","","","","","",""
"207223","","","","","","","","",""
"207227","","","","","","","","",""
"207241","","","","","","","","",""
"207243","","","","","","","","",""
"207258","","","","","","","","",""
"207282","","","","","","","","",""
"207286","","","","","","","","",""
"207292","","","","","","","","",""
"207293","","","","","","","","",""
"207297","","","","","","","","",""
"207352","","","","","","","","",""
"207373","","","","","","","","",""
"207378","","","","","","","","",""
"207425","","","","","","","","",""
"207511","","","","","","","","",""
"207516","","","","","","","","",""
"207517","","","","","","","","",""
"207549","","","","","","","","",""
"207583","","","","","","","","",""
"207618","","","","","","","","",""
"207624","","","","","","","","",""
"207626","","","","","","","","",""
"207631","","","","","","","","",""
"207635","","","","","","","","",""
"207651","","","","","","","","",""
"207658","","","","","","","","",""
"207689","","","","","","","","",""
"207691","","","","","","","","",""
"207693","","","","","","","","",""
"207712","","","","","","","","",""
"207718","","","","","","","","",""
"207775","","","","","","","","",""
"207831","","","","","","","","",""
"207836","","","","","","","","",""
"207849","","","","","","","","",""
"207852","","","","","","","","",""
"207868","","","","","","","","",""
"207883","","","","","","","","",""
"207892","","","","","","","","",""
"207897","","","","","","","","",""
"207921","","","","","","","","",""
"207955","","","","","","","","",""
"207992","","","","","","","","",""
"208022","","","","","","","","",""
"208031","","","","","","","","",""
"208074","0.6931191009491071","0.6931191009491071","0.6931191009491071","","","","0.5322613499109714","0.5322613499109714","0.5322613499109714"
"208079","","","","","","","","",""
"208086","","","","","","","","",""
"208106","","","","","","","","",""
"208112","","","","","","","","",""
"208156","","","","","","","","",""
"208174","","","","","","","","",""
"208187","","","","","","","","",""
"208213","","","","","","","","",""
"208221","","","","","","","","",""
"208259","","","","","","","","",""
"208269","","","","","","","","",""
"208278","","","","","","","","",""
"208434","","","","","","","","",""
"208481","","","","","","","","",""
"208498","","","","","","","","",""
"208515","","","","","","","","",""
"208521","","","","","","","","",""
"208528","","","","","","","","",""
"208580","","","","","","","","",""
"208628","","","","","","","","",""
"208631","","","","","","","","",""
"208643","","","","","","","","",""
"208651","","","","","","","","",""
"208820","","","","","","","","",""
"208828","","","","","","","","",""
"208841","","","","","","","","",""
"208851","","","","","","","","",""
"208853","","","","","","","","",""
"208863","","","","","","","","",""
"208875","","","","","","","","",""
"208916","","","","","","","","",""
"208919","","","","","","","","",""
"208934","","","","","","","","",""
"208971","","","","","","","","",""
"209011","","","","","","","","",""
"209019","","","","","","","","",""
"209031","","","","","","","","",""
"209044","","","","","","","","",""
"209080","","","","","","","","",""
"209099","0.6974445575071656","0.6974445575071656","0.6974445575071656","","","","0.5086648068873098","0.5086648068873098","0.5086648068873098"
"209176","","","","","","","","",""
"209190","","","","","","","","",""
"209209","","","","","","","","",""
"209210","","","","","","","","",""
"209235","","","","","","","","",""
"209244","","","","","","","","",""
"209247","","","","","","","","",""
"209274","","","","","","","","",""
"209282","","","","","","","","",""
"209293","","","","","","","","",""
"209338","","","","","","","","",""
"209345","","","","","","","","",""
"209372","","","","","","","","",""
"209378","","","","","","","","",""
"209396","","","","","","","","",""
"209429","","","","","","","","",""
"209454","","","","","","","","",""
"209463","","","","","","","","",""
"209482","","","","","","","","",""
"209491","","","","","","","","",""
"209506","","","","","","","","",""
"209516","","","","","","","","",""
"209519","","","","","","","","",""
"209586","","","","","","","","",""
"209622","","","","","","","","",""
"209634","","","","","","","","",""
